course_code,course_name,professor,department,semester,year,lecture_time,classroom,lecture_type,section,course_number,credit
"SWCE100003","SW융합 캡스톤디자인","고진욱,정길언","소프트웨어융합교육원","2학기","3","월11,12,13,화11,12,13","창의혁신관(306),창의혁신관(306)","실습","01","2026100433","3"
"SWCE100016","가상데이터 기반 머신러닝","고진욱","소프트웨어융합교육원","2학기","3","화1,2,3,4","창의혁신관(306)","이론실습","01","2026100434","3"
"SWCE100005","데이터사이언스 개론","이정민","소프트웨어융합교육원","2학기","3","수1,2,3,4","창의혁신관(306)","이론실습","01","2026100438","3"
"SWCE100006","드론 코딩","윤성재","소프트웨어융합교육원","2학기","3","화1,2,3,4","창의혁신관(307)","이론실습","01","2026100436","3"
"SWCE100013","인공지능 개론","윤성재","소프트웨어융합교육원","2학기","3","목6,7,8,9","창의혁신관(307)","이론실습","01","2026100435","3"
"SWCE100014","인공지능 프로그래밍","이정민","소프트웨어융합교육원","2학기","3","월6,7,8,9","창의혁신관(306)","이론실습","01","2026100437","3"
"PROJ1109","공학설계입문","","신소재공학과","2학기","1","","","이론실습","01","2026101206","3"
"GUID100002","진로설계1(자기이해와 대학생활)","","신소재공학과","2학기","1","","","이론","01","2026101214","1"
"MSAE2101","결정구조학","","신소재공학과","2학기","2","","","이론","01","2026101249","3"
"MSAE2102","공업수학(1)","","신소재공학과","2학기","2","","","이론","01","2026101230","3"
"MSAE2104","기초실험(1)","","신소재공학과","2학기","2","","","실습","01","2026101224","2"
"MSAE2106","물리화학","","신소재공학과","2학기","2","","","이론","01","2026101238","3"
"MSAE1103","재료과학(1)","","신소재공학과","2학기","2","","","이론","01","2026101219","3"
"MSAE2110","재료전자물성론","","신소재공학과","2학기","2","","","이론","01","2026101244","3"
"MSAE350001","미래 신소재 및 최적 설계","","신소재공학과","2학기","3","","","이론","01","2026101265","3"
"MSAE3311","상변태론","","신소재공학과","2학기","3","","","이론","01","2026101268","3"
"MSAE350014","소재과학의 최근 발전","","신소재공학과","2학기","3","","","실습","01","2026101275","1"
"MSAE350007","신소재강도학","","신소재공학과","2학기","3","","","이론","01","2026101262","3"
"MSAE350015","신소재공정실험","","신소재공학과","2학기","3","","","실습","01","2026101276","2"
"MSAE350017","에너지소자실험","","신소재공학과","2학기","3","","","실습","01","2026101278","2"
"MSAE3317","응고및결정성장","","신소재공학과","2학기","3","","","이론","01","2026101271","3"
"MSAE350008","이차전지 재료의 이해","","신소재공학과","2학기","3","","","이론","01","2026101273","3"
"MSAE350010","재료미세조직학","","신소재공학과","2학기","3","","","이론","01","2026101259","3"
"MSAE3319","전공영어","","신소재공학과","2학기","3","","","이론","01","2026101274","3"
"MSAE350018","전자소재분석실험","","신소재공학과","2학기","3","","","실습","01","2026101277","2"
"MSAE3323","표면가공학","","신소재공학과","2학기","3","","","이론","01","2026101272","3"
"MSAE4305","나노부품공학","","신소재공학과","2학기","4","","","이론","01","2026101298","3"
"MSAE4307","물질이동","","신소재공학과","2학기","4","","","이론","01","2026101296","3"
"MSAE4310","박막 및 나노표면공학","","신소재공학과","2학기","4","","","이론","01","2026101287","3"
"MSAE450007","소재데이터와 인공지능","","신소재공학과","2학기","4","","","이론","01","2026101297","3"
"MSAE4101","신소재공학실험(2)","","신소재공학과","2학기","4","","","실습","04","2026101293","2"
"MSAE4315","신소재분석","","신소재공학과","2학기","4","","","이론","01","2026101290","3"
"MSAE4317","에너지변환공학","","신소재공학과","2학기","4","","","이론","01","2026101295","3"
"MSAE4318","용접금속학","","신소재공학과","2학기","4","","","이론","01","2026101299","3"
"MSAE4322","재료성형및가공","","신소재공학과","2학기","4","","","이론","01","2026101294","3"
"GUID400002","진로설계4(취업전략과 실전취업)","","신소재공학과","2학기","4","","","이론","01","2026101254","1"
"PROJ4311","캡스톤디자인Ⅰ","","신소재공학과","2학기","4","","","실습","11","2026101279","2"
"MSAE4331","회로 및 전자시스템","","신소재공학과","2학기","4","","","이론","01","2026101300","3"
"CHEM210025","공업수학","","화학생명공학과","2학기","2","","","이론","01","2026100125","3"
"CHEM2103","물리화학(1)","","화학생명공학과","2학기","2","","","이론","01","2026100145","3"
"CHEM2105","분석화학","","화학생명공학과","2학기","2","","","이론","01","2026100122","3"
"CHEM2122","분석화학실험","최원산","화학생명공학과","2학기","2","","","실습","06","2026100063","2"
"CHEM2108","에너지화학","박제희","화학생명공학과","2학기","2","","","이론","06","2026100057","3"
"CHEM2109","유기화학(1)","","화학생명공학과","2학기","2","","","이론","01","2026100129","3"
"CHEM2123","응용화학개론","김태현","화학생명공학과","2학기","2","","","이론","06","2026100054","2"
"CHEM2113","인체생리학","여상엽","화학생명공학과","2학기","2","","","이론","06","2026100062","3"
"CHEM2114","화공기초실험(1)","","화학생명공학과","2학기","2","","","실습","01","2026100123","2"
"CHEM2118","화공양론(1)","","화학생명공학과","2학기","2","","","이론","01","2026100143","3"
"CHEM2120","화공응용화학개론","","화학생명공학과","2학기","2","","","이론","01","2026100127","3"
"CHEM3101","고분자공학","최원산","화학생명공학과","2학기","3","","","이론","06","2026100068","3"
"CHEM3105","나노융합소재","최원산","화학생명공학과","2학기","3","","","이론","06","2026100067","3"
"CHEM3106","단백질공학","김창섭","화학생명공학과","2학기","3","","","이론","06","2026100071","3"
"CHEM3107","무기화학(1)","최진실","화학생명공학과","2학기","3","","","이론","06","2026100065","3"
"CHEM3108","무기화학실험","최진실","화학생명공학과","2학기","3","","","실습","06","2026100073","2"
"CHEM3110","반응공학(1)","","화학생명공학과","2학기","3","","","이론","01","2026100160","3"
"CHEM3111","분자세포생물학(2)","여상엽","화학생명공학과","2학기","3","","","이론","06","2026100072","3"
"CHEM3112","생명공학실험","김창섭","화학생명공학과","2학기","3","","","실습","06","2026100074","2"
"CHEM3114","생화학(2)","이봉호","화학생명공학과","2학기","3","","","이론","06","2026100070","3"
"CHEM3115","유기공업화학","","화학생명공학과","2학기","3","","","이론","01","2026100165","3"
"CHEM3116","유체역학","","화학생명공학과","2학기","3","","","이론","01","2026100150","3"
"CHEM3119","화공수학","","화학생명공학과","2학기","3","","","이론","01","2026100162","3"
"CHEM3121","화공열역학(1)","","화학생명공학과","2학기","3","","","이론","01","2026100163","3"
"CHEM3123","화학공학실험(1)","","화학생명공학과","2학기","3","","","실습","01","2026100158","2"
"CHEM4302","고분자화학","","화학생명공학과","2학기","4","","","이론","01","2026100169","3"
"CHEM4101","공정제어","","화학생명공학과","2학기","4","","","이론","01","2026100170","3"
"CHEM4309","나노재료과학","최진실","화학생명공학과","2학기","4","","","이론","06","2026100075","3"
"CHEM4311","분리공정","","화학생명공학과","2학기","4","","","이론","01","2026100168","3"
"CHEM4312","생물공정공학","","화학생명공학과","2학기","4","","","이론","01","2026100166","3"
"CHEM4314","식품생명공학","김창섭","화학생명공학과","2학기","4","","","이론","06","2026100078","3"
"CHEM430030","신재생 에너지 화학공학개론","","화학생명공학과","2학기","4","","","이론","01","2026100171","3"
"CHEM4318","유기분광학","최병욱","화학생명공학과","2학기","4","","","이론","06","2026100076","3"
"PROJ4103","캡스톤디자인","","화학생명공학과","2학기","4","","","이론실습","01","2026100172","3"
"CHEM4319","화장품학","박정호","화학생명공학과","2학기","4","","","이론","06","2026100077","3"
"IMEN210003","경제성공학","김태구","산업경영공학과","2학기","2","월6,7,8","산업정보관(205)","이론","01","2026100092","3"
"IMEN210002","공업통계","김태구","산업경영공학과","2학기","2","화10,11,12","산업정보관(101)","이론","01","2026100088","3"
"IMEN3203","기초 3D프린팅","김재성","산업경영공학과","2학기","2","수1,2,3,4","산업정보관(101)","이론실습","01","2026100096","3"
"IMEN210001","이산수학","염재선","산업경영공학과","2학기","2","수6,7,8","산업정보관(205)","이론","01","2026100086","3"
"OMNI2001","인공지능빅데이터개론","김기태","산업경영공학과","2학기","2","화5","산업정보관(202)","이론","01","2026100085","1"
"IMEN3119","인지공학개론","류태범","산업경영공학과","2학기","2","화2,3,4","산업정보관(205)","이론","01","2026100095","3"
"IMEN3120","작업 설계 및 측정","민병찬","산업경영공학과","2학기","2","화6,7,8,9","산업정보관(201)","이론실습","01","2026100090","3"
"IMEN200001","제조공학의기초","김재성","산업경영공학과","2학기","2","목6,7,8","산업정보관(205)","이론","01","2026100093","3"
"IMEN310026","공급사슬관리(SCM)","김기태","산업경영공학과","2학기","3","수6,7,8","산업정보관(204)","이론","01","2026100103","3"
"IMEN3106","기초경영과학","김기태","산업경영공학과","2학기","3","수2,3,4","산업정보관(201)","이론","01","2026100097","3"
"IMEN310027","데이터베이스","배성민","산업경영공학과","2학기","3","화1,2,3,4","산업정보관(204)","이론실습","01","2026100099","3"
"IMEN320018","마케팅과 기술혁신","곽기호","산업경영공학과","2학기","3","금6,7,8","산업정보관(201)","이론","01","2026100104","3"
"IMEN310028","생산운영관리","신문수","산업경영공학과","2학기","3","월6,7,8","산업정보관(202)","이론","01","2026100101","3"
"IMEN210009","선형계획법","박형준","산업경영공학과","2학기","3","목2,3,4","산업정보관(205)","이론","01","2026100102","3"
"IMEN3210","컴퓨터통계분석","류태범","산업경영공학과","2학기","3","화6,7,8,9","산업정보관(202)","이론실습","01","2026100105","3"
"IMEN420002","기업전략사례연구","배성민","산업경영공학과","2학기","4","월6,7,8,9","산업정보관(204)","이론실습","01","2026100111","3"
"IMEN3108","빅데이터분석","염재선","산업경영공학과","2학기","4","목6,7,8","산업정보관(202)","이론","01","2026100107","3"
"PROJ410008","산업공학실무(캡스톤디자인)","김재성","산업경영공학과","2학기","4","화1,2,3,4","산업정보관(201)","이론실습","01","2026100108","3"
"IMEN3114","스마트생산자원관리","곽기호","산업경영공학과","2학기","4","수6,7,8","산업정보관(201)","이론","01","2026100106","3"
"IMEN3124","연구참여1(학석사)","신문수","산업경영공학과","2학기","4","화10,11,12,13","산업정보관(204)","이론실습","01","2026100114","3"
"IMEN3207","응용인간공학","민병찬","산업경영공학과","2학기","4","목1,2,3,4","산업정보관(201)","이론실습","01","2026100113","3"
"IMEN3212","투자공학개론","김태구","산업경영공학과","2학기","4","수1,2,3,4","산업정보관(204)","이론실습","01","2026100112","3"
"CCEG1101","융합공학개론1","","창의융합학과","2학기","1","","","이론실습","01","2026100333","3"
"CCEG2101","R＆D의기초","","창의융합학과","2학기","2","","","실습","01","2026100338","1"
"CCEG2118","공학수학","","창의융합학과","2학기","2","","","이론","01","2026100346","3"
"CCEG2110","기초전자이론및실험","","창의융합학과","2학기","2","","","이론실습","01","2026100345","3"
"CCEG2111","데이터분석기초","","창의융합학과","2학기","2","","","이론실습","01","2026100341","3"
"CCEG2113","전자기학","","창의융합학과","2학기","2","","","이론실습","01","2026100343","3"
"CCEG210021","정역학","","창의융합학과","2학기","2","","","이론","01","2026100348","3"
"CCEG3104","마이크로프로세서및실습","","창의융합학과","2학기","3","","","이론실습","01","2026100359","3"
"CCEG3101","마케팅이론과실제","","창의융합학과","2학기","3","","","이론","01","2026100352","3"
"CCEG3106","재료물성및실험","","창의융합학과","2학기","3","","","이론실습","01","2026100355","3"
"CCEG3102","전자디바이스재료","","창의융합학과","2학기","3","","","이론","01","2026100356","3"
"CCEG3107","제어공학및실습","","창의융합학과","2학기","3","","","이론실습","01","2026100358","3"
"CCEG3103","통계학","","창의융합학과","2학기","3","","","이론","01","2026100350","3"
"CCEG4207","기기분석및실험","","창의융합학과","2학기","4","","","이론실습","01","2026100363","3"
"STAR3001","기업가정신과 창업","","창의융합학과","2학기","4","","","이론","01","2026100368","1"
"CCEG4208","나노마이크로공정및실습","","창의융합학과","2학기","4","","","이론실습","01","2026100366","3"
"CCEG4209","반도체공정이론및실습","","창의융합학과","2학기","4","","","이론실습","01","2026100364","3"
"CCEG4205","인공지능개론","","창의융합학과","2학기","4","","","이론","01","2026100362","3"
"CCEG4212","자료조사분석론","","창의융합학과","2학기","4","","","이론실습","01","2026100361","3"
"CCEG4214","지능형임베디드제어및실습","","창의융합학과","2학기","4","","","이론실습","01","2026100365","3"
"PROJ4004","캡스톤디자인1","","창의융합학과","2학기","4","","","이론실습","01","2026100369","3"
"CTEC2001","공정기초화학","구본급","융합기술학과","2학기","1","","","이론","01","2026100036","3"
"CTEC2002","기초기술물리","강동열","융합기술학과","2학기","1","","","이론","01","2026100043","3"
"CTEC1002","기초수리론","임경빈","융합기술학과","2학기","1","","","이론","01","2026100035","3"
"CTEC1003","기초영어","이택영","융합기술학과","2학기","1","","","이론","01","2026100034","3"
"CTEC4102","현장과제Ⅰ","이택영","융합기술학과","2학기","1","","","실습","01","2026100037","3"
"CTEC3102","기계공작법","이호철","융합기술학과","2학기","2","","","이론","01","2026100039","3"
"CTEC3103","컴퓨터원용제도(2D)","이종원","융합기술학과","2학기","2","","","이론","01","2026100040","3"
"CTEC1102","프로그래밍언어Ⅰ","신부현","융합기술학과","2학기","2","","","이론","01","2026100038","3"
"CTEC4103","현장과제Ⅲ","","융합기술학과","2학기","2","","","실습","01","2026100042","3"
"CTEC4105","회로의 이해","송명규","융합기술학과","2학기","2","","","이론","01","2026100041","3"
"CTEC3205","기계요소설계","윤홍석","융합기술학과","2학기","3","","","이론","01","2026100046","3"
"CTEC1006","업무수명과 보고","이형기","융합기술학과","2학기","3","","","이론","01","2026100047","3"
"CTEC3212","전자회로 설계","구치완","융합기술학과","2학기","3","","","이론","01","2026100045","3"
"CTEC2201","프로그래밍언어Ⅱ","김영식","융합기술학과","2학기","3","","","이론","01","2026100044","3"
"CTEC4207","현장과제Ⅴ","위정섭","융합기술학과","2학기","3","","","실습","01","2026100048","3"
"CTEC3203","공정설계","고준빈","융합기술학과","2학기","4","","","이론","01","2026100051","3"
"CTEC4202","마이크로프로세서제어I","이재흥","융합기술학과","2학기","4","","","이론","01","2026100050","3"
"CTEC3207","생산관리실무","변영조","융합기술학과","2학기","4","","","이론","01","2026100049","3"
"CTEC4206","통계적공정관리","김기태","융합기술학과","2학기","4","","","이론","01","2026100052","3"
"CTEC4209","현장과제Ⅶ","변영조","융합기술학과","2학기","4","","","실습","01","2026100053","3"
"MMCS2101","3D 프린팅공학","","기계소재융합시스템공학과","2학기","2","","","이론","01","2026100130","3"
"MMCS2102","CAE(1)","","기계소재융합시스템공학과","2학기","2","","","이론","01","2026100131","3"
"MMCS100002","기계학습개론","","기계소재융합시스템공학과","2학기","2","","","이론","01","2026100220","3"
"MMCS2105","기초역학(1)","","기계소재융합시스템공학과","2학기","2","","","이론","01","2026100132","3"
"MMCS2106","기초역학(2)","","기계소재융합시스템공학과","2학기","2","","","이론","01","2026100133","3"
"MMCS3202","마이크로광부품제조","","기계소재융합시스템공학과","2학기","3","","","이론","01","2026100135","3"
"MMCS3102","마이크로컨트롤러 응용","","기계소재융합시스템공학과","2학기","3","","","이론","01","2026100136","3"
"MMCS3103","메커니즘설계","","기계소재융합시스템공학과","2학기","3","","","이론","01","2026100137","3"
"MMCS3106","정밀금형공학","","기계소재융합시스템공학과","2학기","3","","","이론","01","2026100138","3"
"MMCS4202","로봇공학","","기계소재융합시스템공학과","2학기","4","","","이론","01","2026100139","3"
"MMCS4205","스마트 자동차공학","","기계소재융합시스템공학과","2학기","4","","","이론","01","2026100140","3"
"MMCS200002","에너지시스템설계","","기계소재융합시스템공학과","2학기","4","","","이론","01","2026100146","3"
"MMCS4207","융합캡스턴디자인(1)","","기계소재융합시스템공학과","2학기","4","","","실습","01","2026100141","3"
"MMCS4209","특수정밀가공","","기계소재융합시스템공학과","2학기","4","","","이론","01","2026100142","3"
"PMEN2005","기초통계학","김태구","스마트시스템경영공학과","2학기","3","수10,11,12","산업정보관(205)","이론","01","2026100392","3"
"PMEN2008","제조공학개론","김재성","스마트시스템경영공학과","2학기","3","화14,목13,14","산업정보관(101),산업정보관(205)","이론","01","2026100393","3"
"PMEN300014","IoT센서 및 공장자동화","백수정","스마트시스템경영공학과","2학기","4","수10,11,12","산업정보관(204)","이론","01","2026100396","3"
"PMEN2004","기술경영","곽기호","스마트시스템경영공학과","2학기","4","화10,11,12","산업정보관(205)","이론","01","2026100395","3"
"PMEN3005","빅데이터개론","염재선","스마트시스템경영공학과","2학기","4","월10,11,12","산업정보관(204)","이론","01","2026100394","3"
"PMEN300015","통계적품질관리","박수용","스마트시스템경영공학과","2학기","4","목10,11,12","산업정보관(101)","이론","01","2026100398","3"
"PROJ1007","전기공학기초설계","김강민","전기공학과","2학기","1","","","이론","01","2026101204","3"
"EENG2101","고급프로그래밍언어","정찬호","전기공학과","2학기","2","","","이론실습","01","2026101326","3"
"EENG210013","디지털시스템","권석훈","전기공학과","2학기","2","","","이론","01","2026101324","3"
"EENG2103","디지털실험","김도현","전기공학과","2학기","2","","","실습","01","2026101329","2"
"EENG2107","전기자기학(1)","김기찬","전기공학과","2학기","2","","","이론","01","2026101235","3"
"GUID200002","진로설계2(진로탐색과 자기계발)","김민아","전기공학과","2학기","2","","","이론","01","2026101211","1"
"EENG2111","회로이론(1)","","전기공학과","2학기","2","","","이론","01","2026101212","3"
"EENG310006","반도체물성공학","최원석","전기공학과","2학기","3","","","이론","01","2026101341","3"
"EENG3202","센서공학","강현일","전기공학과","2학기","3","","","이론","01","2026101343","3"
"EENG3101","전기기기(1)","이중호","전기공학과","2학기","3","","","이론","01","2026101333","3"
"EENG3102","전기기기및제어실험","정윤미","전기공학과","2학기","3","","","실습","01","2026101344","2"
"EENG310007","전력공학(1)","김현중","전기공학과","2학기","3","","","이론","01","2026101337","3"
"EENG3104","전력전자공학","","전기공학과","2학기","3","","","이론","01","2026101339","3"
"EENG310008","제어공학(1)","","전기공학과","2학기","3","","","이론","01","2026101335","3"
"GUID300002","진로설계3(진로설정과 경력개발)","김민아","전기공학과","2학기","3","","","이론","01","2026101332","1"
"EENG4208","소형모터","김영현","전기공학과","2학기","4","","","이론","01","2026101354","3"
"EENG4209","신재생에너지실험","김현중","전기공학과","2학기","4","","","실습","01","2026101355","2"
"EENG4210","전기공학특론(1)","김기찬","전기공학과","2학기","4","","","이론","01","2026101350","3"
"EENG4202","전기철도","최태수","전기공학과","2학기","4","","","이론","01","2026101352","3"
"EENG4203","전동기제어","김윤현","전기공학과","2학기","4","","","이론","01","2026101351","3"
"PROJ4006","캡스톤디자인(1)","이중호","전기공학과","2학기","4","","","실습","01","2026101357","3"
"EENG4204","태양광발전시스템","이민구","전기공학과","2학기","4","","","이론","01","2026101353","3"
"COME2101","JAVA프로그래밍","","컴퓨터공학과","2학기","2","","","이론실습","01","2026100961","3"
"COME210013","데이터사이언스","이상금","컴퓨터공학과","2학기","2","","","이론실습","01","2026100963","3"
"COME2107","운영체제","이정","컴퓨터공학과","2학기","2","","","이론실습","01","2026100956","3"
"COME2108","자료구조","우성필","컴퓨터공학과","2학기","2","","","이론실습","01","2026100958","3"
"COME2109","컴퓨터구조","장수영","컴퓨터공학과","2학기","2","","","이론","01","2026100960","3"
"COME210016","컴퓨터융합개론","박천음","컴퓨터공학과","2학기","2","","","이론실습","01","2026100966","3"
"COME2110","확률및통계","황경호","컴퓨터공학과","2학기","2","","","이론","01","2026100955","3"
"COME3101","네트워크 및 데이터통신","김태훈","컴퓨터공학과","2학기","3","","","이론","01","2026100981","3"
"COME2103","디지털시스템설계","이현빈","컴퓨터공학과","2학기","3","","","이론실습","01","2026100997","3"
"COME3104","모바일컴퓨팅과응용","황경호","컴퓨터공학과","2학기","3","","","이론실습","01","2026100993","3"
"COME2105","소프트웨어공학","최창범","컴퓨터공학과","2학기","3","","","이론","01","2026100989","3"
"COME310008","인공지능","장한얼","컴퓨터공학과","2학기","3","","","이론실습","01","2026100995","3"
"COME420023","메타버스와 디지털 공간 이론","이정","컴퓨터공학과","2학기","4","","","이론","01","2026101002","3"
"COME4214","블록체인","이상금","컴퓨터공학과","2학기","4","","","이론실습","01","2026101000","3"
"COME420020","사물인터넷 응용","김태훈","컴퓨터공학과","2학기","4","","","이론실습","01","2026101001","3"
"COME420025","오토마타 이론과 응용","최창범","컴퓨터공학과","2학기","4","","","이론","01","2026101003","3"
"INFO2118","C++프로그래밍","","정보통신공학과","2학기","2","","","이론실습","01","2026100877","3"
"INFO2101","IT선형대수학","","정보통신공학과","2학기","2","","","이론","01","2026100878","3"
"INFO2121","전자물성공학","","정보통신공학과","2학기","2","","","이론","01","2026100883","3"
"INFO2107","디지털신호처리","","정보통신공학과","2학기","3","","","이론","01","2026100885","3"
"INFO3115","마이크로파공학","","정보통신공학과","2학기","3","","","이론실습","01","2026100886","3"
"INFO3116","사물인터넷","","정보통신공학과","2학기","3","","","이론실습","01","2026100887","3"
"INFO3113","전자회로 I","","정보통신공학과","2학기","3","","","이론실습","01","2026100890","3"
