course_code,course_name,professor,department,semester,year,lecture_time,classroom,lecture_type,section,course_number,credit
"JPAN2107","중급일본어회화(1)","","일본어과","2학기","2","","","이론","01","2026100217","2"
"JPAN220008","한일 이문화커뮤니케이션 교육","김의영","일본어과","2학기","2","수6,7,8","","이론","01","2026100222","3"
"JPAN3101","고급일본어","박혜성","일본어과","2학기","3","","","이론","01","2026100224","3"
"JPAN310008","고급일본어회화(1)","","일본어과","2학기","3","","","이론","01","2026100226","2"
"JPAN3102","글로벌 캡스톤디자인(일본문화)(1)","박희영","일본어과","2학기","3","","","이론실습","01","2026100225","3"
"JPAN3202","일문법특강","신웅철","일본어과","2학기","3","","","이론","01","2026100229","3"
"JPAN3203","일본문학개론(1)","윤재석","일본어과","2학기","3","","","이론","01","2026100230","3"
"JPAN3205","일본문화(1)","박희영","일본어과","2학기","3","","","이론","01","2026100231","3"
"JPAN3208","일본어고급표현","","일본어과","2학기","3","","","이론","01","2026100232","3"
"JPAN3209","일본어교과교재연구및지도법","김의영","일본어과","2학기","3","","","이론","01","2026100239","3"
"JPAN4204","일본대중문화산업론","박희영","일본어과","2학기","4","","","이론","01","2026100234","3"
"JPAN4207","일본어교과교육론","김의영","일본어과","2학기","4","","","이론","01","2026100235","3"
"JPAN4210","일본어프레젠테이션연습","김현주","일본어과","2학기","4","","","이론","01","2026100236","3"
"JPAN4211","통번역연습","박혜성","일본어과","2학기","4","","","이론","01","2026100237","3"
"JPAN4212","한일어대조분석","신웅철","일본어과","2학기","4","","","이론","01","2026100238","3"
"CUFE4001","시사경제학","","협동조합금융학과","2학기","4","","","이론","01","2026101139","3"
"CUFE4114","신협경영분석","","협동조합금융학과","2학기","4","","","실습","01","2026101137","3"
"CUFE4116","여신관리","","협동조합금융학과","2학기","4","","","이론","01","2026101136","3"
"CUFE4119","창업경영론","","협동조합금융학과","2학기","4","","","이론","01","2026101138","3"
"BIZA2101","MIS","김건우","융합경영학과","2학기","2","","","이론","01","2026101043","3"
"BIZA2201","경영과학","심상오","융합경영학과","2학기","2","","","이론","01","2026101118","3"
"BIZA2215","금융시장의 이해","박정민","융합경영학과","2학기","2","","","이론","01","2026101117","3"
"BIZA2204","기업가정신과 기술혁신","양영식","융합경영학과","2학기","2","","","이론","01","2026101120","3"
"BIZA2102","마케팅관리","지성구","융합경영학과","2학기","2","","","이론","01","2026101081","3"
"BIZA2208","비즈니스커뮤니케이션","고경량","융합경영학과","2학기","2","","","이론","01","2026101119","3"
"BIZA2216","캡스톤디자인기본","백강","융합경영학과","2학기","2","","","이론실습","01","2026101133","3"
"BIZA3208","기업 데이터 관리의 이해","최근호","융합경영학과","2학기","3","","","이론실습","01","2026101131","3"
"BIZA3209","디지털마케팅","이성호","융합경영학과","2학기","3","","","이론","01","2026101129","3"
"BIZA3103","생산관리","김수연","융합경영학과","2학기","3","","","이론","01","2026101121","3"
"BIZA3211","서비스마케팅","지성구","융합경영학과","2학기","3","","","이론","01","2026101128","3"
"BIZA3214","원가회계","김경혜","융합경영학과","2학기","3","","","이론","01","2026101132","3"
"BIZA3104","인사관리","이준우","융합경영학과","2학기","3","","","이론","01","2026101143","3"
"BIZA3105","전략경영론","고경량","융합경영학과","2학기","3","","","이론","01","2026101125","3"
"BIZA3221","캡스톤디자인심화","이성호","융합경영학과","2학기","3","","","이론실습","01","2026101134","3"
"BIZA3217","투자론","박정민","융합경영학과","2학기","3","","","이론","01","2026101130","3"
"BIZA4203","E-비즈니스","최근호","융합경영학과","2학기","4","","","이론","01","2026101159","3"
"BIZA4209","기술전략","이원일","융합경영학과","2학기","4","","","이론","01","2026101165","3"
"BIZA4216","빅데이터 마케팅","이성호","융합경영학과","2학기","4","","","이론","01","2026101147","3"
"BIZA4220","의사결정론","김수연","융합경영학과","2학기","4","","","이론","01","2026101146","3"
"BIZA4223","중소기업론","이원일","융합경영학과","2학기","4","","","이론","01","2026101160","3"
"BIZA4225","창의성및혁신관리","박준병","융합경영학과","2학기","4","","","이론","01","2026101163","3"
"BIZA4228","파생금융상품론","백강","융합경영학과","2학기","4","","","이론","01","2026101148","3"
"BIZA4230","하이테크마케팅","지성구","융합경영학과","2학기","4","","","이론","01","2026101370","3"
"ACCT0204","관리회계 사례","","회계학과","2학기","4","","","이론","01","2026101071","3"
"ACCT0207","관리회계2-문제풀이","","회계학과","2학기","4","","","이론","01","2026101072","3"
"ACCT0242","세무회계실무사례","","회계학과","2학기","4","","","이론","01","2026101073","3"
"ACCT0113","재무제표분석","","회계학과","2학기","4","","","이론","01","2026101069","3"
"ACCT0222","재무회계세미나","","회계학과","2학기","4","","","이론","01","2026101074","3"
"ACCT0224","전략적 관리회계","최경수","회계학과","2학기","4","","","이론","01","2026101075","3"
"ACCT0225","전산세무실습","","회계학과","2학기","4","","","이론실습","01","2026101076","3"
"ACTX320005","경영전략","송우용","회계세무학과","2학기","2","","","이론","01","2026101048","3"
"ACTX220004","기업 및 산업환경분석론","","회계세무학과","2학기","2","","","이론","01","2026101049","3"
"ACTX320009","부가가치세법","권기정","회계세무학과","2학기","2","","","이론","01","2026101050","3"
"ACTX210007","원가회계1","최경수","회계세무학과","2학기","2","","","이론","01","2026101044","3"
"ACTX310003","중급회계1","","회계세무학과","2학기","2","","","이론","01","2026101046","3"
"ACTX220013","회계자료분석 및 실무","","회계세무학과","2학기","2","","","이론","01","2026101052","3"
"ACTX220002","관리회계-1","","회계세무학과","2학기","3","","","이론","01","2026101060","3"
"ACTX310001","국제경영학","송우용","회계세무학과","2학기","3","","","이론","01","2026101054","3"
"ACTX410002","법인세법1","권기정","회계세무학과","2학기","3","","","이론","01","2026101056","3"
"ACTX220007","원가회계 사례","","회계세무학과","2학기","3","","","이론","01","2026101061","3"
"ACTX220009","원가회계2-문제풀이","","회계세무학과","2학기","3","","","이론","01","2026101062","3"
"ACTX320014","재무데이터 분석","","회계세무학과","2학기","3","","","이론","01","2026101064","3"
"ACTX420004","재정학","","회계세무학과","2학기","3","","","이론","01","2026101065","3"
"ACTX420005","중급회계3","","회계세무학과","2학기","3","","","이론","01","2026101066","3"
"ACTX210009","회계감사","","회계세무학과","2학기","3","","","이론","01","2026101058","3"
"ACTX320021","회계캡스톤디자인1","이동건","회계세무학과","2학기","3","","","이론","01","2026101067","3"
"SEBM3202","기술경영과창업","","창업경영학과","2학기","3","","","이론","01","2026101085","3"
"SEBM3101","기술경영기초","","창업경영학과","2학기","3","","","이론","01","2026101082","3"
"SEBM3104","사업계획서 작성기초","","창업경영학과","2학기","3","","","이론","01","2026101083","3"
"SEBM3109","재무관리","","창업경영학과","2학기","3","","","이론","01","2026101084","3"
"SEBM3201","창업정보시스템","","창업경영학과","2학기","3","","","이론","01","2026101086","3"
"SEBM4201","E-비즈니스이해","","창업경영학과","2학기","4","","","이론","01","2026101089","3"
"SEBM4205","소비자행동","","창업경영학과","2학기","4","","","이론","01","2026101090","3"
"SEBM4101","창업경영실습(I)","","창업경영학과","2학기","4","","","이론","01","2026101087","3"
"SEBM4209","창업경영전략","","창업경영학과","2학기","4","","","이론","01","2026101091","3"
"SEBM4212","창업응용프로젝트(I)","","창업경영학과","2학기","4","","","이론","01","2026101093","3"
"ATRE0112","소득세법","","회계세무부동산학과","2학기","2","","","이론","01","2026101094","3"
"ATRE0113","원가회계입문","","회계세무부동산학과","2학기","2","","","이론","01","2026101096","3"
"ATRE220001","재무데이터분석","","회계세무부동산학과","2학기","2","","","이론","01","2026101099","3"
"ATRE0115","재무회계학개론","","회계세무부동산학과","2학기","2","","","이론","01","2026101097","3"
"ATRE0119","회계정보시스템","","회계세무부동산학과","2학기","2","","","이론","01","2026101100","3"
"ATRE310001","ERP 실무","","회계세무부동산학과","2학기","3","","","이론","01","2026101104","3"
"ATRE0105","관리회계","","회계세무부동산학과","2학기","3","","","이론","01","2026101107","3"
"ATRE0109","부동산중개론","","회계세무부동산학과","2학기","3","","","이론","40","2026101108","3"
"ATRE0215","정부 및 비영리회계","","회계세무부동산학과","2학기","3","","","이론","01","2026101140","3"
"ATRE0116","중급재무회계","","회계세무부동산학과","2학기","3","","","이론","01","2026101103","3"
"ATRE0204","리스크관리와 내부통제","","회계세무부동산학과","2학기","4","","","이론","01","2026101141","3"
"ATRE0208","부동산관리론","","회계세무부동산학과","2학기","4","","","이론","01","2026101115","3"
"ATRE0214","재무제표작성실무","","회계세무부동산학과","2학기","4","","","이론","01","2026101116","3"
"ATRE0217","창업경영학","","회계세무부동산학과","2학기","4","","","이론","01","2026101113","3"
"SHLD3006","스마트 휴먼라이프 디자인 개론(캡스톤디자인)","","스마트 휴먼라이프 디자인","2학기","3","","","이론실습","01","2026100429","3"
"SHLD4004","스마트 휴먼라이프 서비스디자인 개발(캡스톤디자인)","","스마트 휴먼라이프 디자인","2학기","4","","","이론실습","01","2026100430","3"
"META300001","메타버스 모델링 심화","","메타버스 융합디자인","2학기","3","","","이론실습","01","2026100432","3"
"META400001","메타버스 융합디자인 스튜디오","","메타버스 융합디자인","2학기","4","","","이론실습","01","2026100431","3"
"HUSS300001","사회 빅데이터 분석","권기석","ICT 융합기반 기획","2학기","3","월6,7,8","","이론","01","2026101176","3"
"MSSS1001","군사학1(안보학)","최재도","학군단","2학기","3","화7,8,금2,3","학군단(405),학군단(405)","이론","01","2026100084","2"
"MSSS3001","군사학3(조직리더십)","정혜정","학군단","2학기","4","화7,8,금2,3","학군단(307),학군단(307)","이론","01","2026100083","2"
"PROJ1001","다학제간캡스톤디자인1","이재현,조유철","공학교육혁신센터","2학기","1","화10,11,12,수10,11,12","","실습","01","2026101124","3"
"PROJ2001","다학제간캡스톤디자인2","박현주,최윤석,김승민","공학교육혁신센터","2학기","1","화10,11,수10,11,수12,13","","실습","01","2026101126","3"
"EXHI300002","전시디자인개론","","전시인터랙션디자인","2학기","3","","","이론","01","2026101366","3"
"EXHI300003","전시인터랙션디자인 스튜디오1","","전시인터랙션디자인","2학기","3","","","이론실습","01","2026101368","3"
"EXHI300005","전시조명디자인 스튜디오","","전시인터랙션디자인","2학기","3","","","이론실습","01","2026101367","3"
"EXHI400001","전시인터랙션디자인 졸업연구1","","전시인터랙션디자인","2학기","4","","","이론실습","01","2026101369","3"
"SSER1001","사회봉사","박준식","공과대학","2학기","1","","","실습","01","2026100117","1"
"NGEN1013","4차 산업혁명의 핵심기술","윤석일","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026101374","3"
"NBAS1001","C 프로그래밍","","노마드칼리지","2학기","1","","","이론실습","01","2026100784","3"
"NBAS1002","Java 프로그래밍","","노마드칼리지","2학기","1","","","이론실습","01","2026100790","3"
"NBAS1003","Python 프로그래밍","","노마드칼리지","2학기","1","","","이론실습","01","2026100798","3"
"NGLI1001","SF로 보는 미래","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100440","3"
"NBAS1004","Scratch 프로그래밍","","노마드칼리지","2학기","1","","","이론실습","01","2026100815","3"
"NCFR1001","경제와 사회","홍영준","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100569","3"
"NSPH1001","고급물리학 및 실험Ⅰ","","노마드칼리지","2학기","1","","","이론실습","01","2026100817","3"
"NSMA1001","고급미분적분학Ⅰ","","노마드칼리지","2학기","1","월10,11,12","","이론","01","2026100575","3"
"NGLI1002","고전읽기","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100441","3"
"NGSC1001","공간과학","조성수","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100576","3"
"NBAS1008","공학 글쓰기","","노마드칼리지","2학기","1","월2,3","","이론","01","2026100477","2"
"NGHI100018","과학기술과 사회","","노마드칼리지","2학기","1","화6,7,8","","이론","01","2026100578","3"
"NGPH1001","과학기술과 철학의 하이브리드","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100446","3"
"NCCR1001","과학기술사","","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100580","3"
"NGGL1001","교양한문","","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100450","3"
"NGHI1001","국가행정의 이해","이아람","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026100586","3"
"NGEN1009","기업경영의 이해","변영조","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100587","3"
"NGSW1001","기초 모바일 앱 프로그래밍","","노마드칼리지","2학기","1","","","이론실습","01","2026100818","3"
"NSPH1003","기초물리학","","노마드칼리지","2학기","1","","","이론","01","2026100819","3"
"NSMA1003","기초미분적분학","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100589","3"
"NGPH1002","논어와 현대사회","","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100455","3"
"NGHI1002","뉴미디어와 현대사회","이준석","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100613","3"
"NGHI1014","다문화 사회","신유진","노마드칼리지","2학기","1","금6,7,8","","이론","01","2026100614","3"
"NBAS1005","대학영어","","노마드칼리지","2학기","1","","","이론","01","2026100516","2"
"NSMA3001","데이터 모델링","","노마드칼리지","2학기","1","수6,7,8","","이론","01","2026100615","3"
"NGSW1002","데이터로 표현하는 세상","","노마드칼리지","2학기","1","","","이론실습","01","2026100833","3"
"NGHI1003","동북아시아사","","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100458","3"
"NGHI1015","동서문명의 교류","","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026100449","3"
"NGLI1003","디자인과 생활","정안철","노마드칼리지","2학기","1","수2,3","","이론","01","2026100616","2"
"NGLI1004","문학의 이해","","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100454","3"
"NGLI1009","문화와 테크놀로지","","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026100465","3"
"NGEN1007","문화콘텐츠비즈니스","김미리","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100617","3"
"NCCH1002","문화콘텐츠스토리텔링","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100618","3"
"NSPH1004","물리학 및 실험Ⅰ","","노마드칼리지","2학기","1","","","이론실습","01","2026100835","3"
"NGHI1004","미국문화의 이해","서경숙","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100624","3"
"NSMA1005","미분방정식","","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026100625","3"
"NSMA1006","미분적분학Ⅰ","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100627","3"
"NSMA1007","미분적분학Ⅱ","","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100645","3"
"NGLI1005","미술의 이해","배선명","노마드칼리지","2학기","1","화2,3","","이론","01","2026100647","2"
"NBAS1007","발표와 토론","","노마드칼리지","2학기","1","화2,3","","이론","01","2026100770","2"
"NGLI1008","베스트셀러읽기","","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100469","3"
"NGSC1003","생활 속의 과학","","노마드칼리지","2학기","1","","","이론","01","2026100855","3"
"NGSC1004","생활 속의 수학","","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100649","3"
"NGHI1005","생활과 법률","최정윤","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100651","3"
"NGEN1014","생활과 세금","길중석","노마드칼리지","2학기","1","수6,7","","이론","01","2026100653","2"
"NGHI1006","서양사의 이해","","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100473","3"
"NSMA1009","선형대수학","","노마드칼리지","2학기","1","","","이론","01","2026100654","3"
"NGEN1015","세계경제의 이해","문혜정","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026100658","3"
"NGHI1007","세계사의 이해","","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100476","3"
"NCFR3001","세계시민과 국가","","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100659","3"
"NGGL1002","스페인어","진미령","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100665","3"
"NGSP1003","스포츠와 건강","","노마드칼리지","2학기","1","월6,7","","이론","01","2026100666","2"
"NGSP1004","스포츠와 비판적사고","김세환","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100671","3"
"NCCR1002","심리분석","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100672","3"
"NGEN1003","알기쉬운 실용금융","김응규","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026101372","3"
"NGEN200001","양자 정보과학 및 컴퓨터","","노마드칼리지","2학기","1","","","이론","01","2026100857","3"
"NGLI1006","언어와 사회","","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100464","3"
"NGHI1008","여성학","김민정","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100678","3"
"NGGL1003","영어I","","노마드칼리지","2학기","1","","","이론","01","2026100686","3"
"NGGL2001","영어II","","노마드칼리지","2학기","1","","","이론","01","2026100687","3"
"NGLI100010","오케스트라와 교향곡의 세계","최유미","노마드칼리지","2학기","1","수2,3","","이론","01","2026100688","2"
"NGLI100011","오페라 산책","길민호","노마드칼리지","2학기","1","수6,7","","이론","01","2026100689","2"
"NGSP1005","웰빙시대의 건강관리","김세환","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100690","3"
"NGSW1003","웹과 인터넷","","노마드칼리지","2학기","1","","","이론실습","01","2026100858","3"
"NGEN1004","융복합경영","","노마드칼리지","2학기","1","목6,7,8","","이론","01","2026100691","3"
"NGLI1007","음악의 이해","길민호","노마드칼리지","2학기","1","월6,7","","이론","01","2026100692","2"
"NCCR1003","인간과 윤리","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100696","3"
"NCCH1003","인간과 환경","","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100702","3"
"NCFR1004","인간삶과 교육","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100708","3"
"NGPH3001","인간심리의 이해","","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100470","3"
"NCCH1004","인간의 탐색","","노마드칼리지","2학기","1","목6,7,8","","이론","01","2026100769","3"
"NGPH1004","인공지능 윤리","","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100467","3"
"NCCH3001","인권과 사회","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100714","3"
"NSBI1001","일반생물학","정성원","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026101376","3"
"NSCH1001","일반화학","이규철","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100859","3"
"NGHI1009","일본문화의 이해","윤재석","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100720","3"
"NGGL1004","일본어I","채윤주","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100721","3"
"NGGL1005","일본어II","채윤주","노마드칼리지","2학기","1","월6,7,8","","이론","01","2026100722","3"
"NGSC1005","자연과학개론","","노마드칼리지","2학기","1","","","이론","01","2026100862","3"
"NCCH1006","종교와 문화","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100723","3"
"NGHI1010","중국문화의 이해","주기평","노마드칼리지","2학기","1","수6,7,8","","이론","01","2026100729","3"
"NGGL1008","중국어I","주기평","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100730","3"
"NGHI1011","지역사회의 이해","서준석","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100731","3"
"NGEN1008","창업의 이해","김유상","노마드칼리지","2학기","1","수2,3","","이론","01","2026100733","2"
"NBAS1010","창의 글쓰기","","노마드칼리지","2학기","1","월6,7","","이론","01","2026100548","2"
"NGPH1010","창의적 문제해결","","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100462","3"
"NGPH1006","텍스트로 배우는 동양의 지혜","","노마드칼리지","2학기","1","목2,3,4","","이론","01","2026100457","3"
"NGPH1007","텍스트로 배우는 서양의 지혜","","노마드칼리지","2학기","1","수2,3,4","","이론","01","2026100451","3"
"NCCR1004","통계로 보는 세상","","노마드칼리지","2학기","1","","","이론","01","2026100735","3"
"NGGL1007","프랑스어","신명숙","노마드칼리지","2학기","1","화2,3,4","","이론","01","2026100741","3"
"NGHI1012","한국 민속의 이해","","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100445","3"
"NGEN1006","한국경제의 이해","문혜정","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100742","3"
"NGHI100019","한국근현대사의 이해","","노마드칼리지","2학기","1","목6,7,8","","이론","01","2026100743","3"
"NCFR1005","한국사의 이해","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100744","3"
"NCCR1005","합리적 문제해결과 논리","","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026100750","3"
"NGPH1008","현대사회의 인간관계론","최수빈","노마드칼리지","2학기","1","월2,3,4","","이론","01","2026101375","3"
"NGHI1013","현대정치사","","노마드칼리지","2학기","1","금2,3,4","","이론","01","2026100756","3"
"NSCH1002","화학 및 실험Ⅰ","강광철","노마드칼리지","2학기","1","월1,2,3,4","","이론실습","01","2026100863","3"
"NSCH1003","화학 및 실험Ⅱ","박주일","노마드칼리지","2학기","1","수1,2,3,4","","이론실습","01","2026100876","3"
"MSSS1003","리더쉽","","인문교양학부","2학기","1","","","이론","01","2026101092","2"
"MSSS1004","무기체계","","인문교양학부","2학기","1","","","이론","01","2026101095","2"
"MSSS1006","전쟁사","","인문교양학부","2학기","1","","","이론","01","2026101098","2"
"TEED1006","교육심리","","인문교양학부","2학기","2","","","이론","01","2026101106","2"
"TEED1003","교육방법 및 교육공학","","인문교양학부","2학기","3","","","이론","01","2026101088","2"
"TEED1008","교육평가","","인문교양학부","2학기","3","","","이론","01","2026101109","2"
"TEED1010","교직실무","","인문교양학부","2학기","3","","","이론","01","2026101114","2"
"TEED1011","특수교육학개론","","인문교양학부","2학기","3","","","이론","01","2026101102","2"
"SPHS1201","전공실기 및 지도(배드민턴 I)","","스포츠건강과학과","2학기","1","","","실습","20","2026100988","1"
"SPHS220012","농구Ⅰ","","스포츠건강과학과","2학기","2","","","실습","01","2026100970","1"
"SPHS2104","스포츠 사회학","","스포츠건강과학과","2학기","2","","","이론","01","2026100968","3"
"SPHS2108","운동생리학","","스포츠건강과학과","2학기","2","","","이론","01","2026100969","3"
"SPHS2204","전공실기 및 지도(골프 I)","","스포츠건강과학과","2학기","2","","","실습","01","2026100971","1"
"SPHS2206","전공실기 및 지도(댄스스포츠 I)","","스포츠건강과학과","2학기","2","","","실습","01","2026100972","1"
"SPHS2208","전공실기 및 지도(탁구 I)","","스포츠건강과학과","2학기","2","","","실습","01","2026100973","1"
"SPHS2211","필라테스(매트)","","스포츠건강과학과","2학기","2","","","실습","01","2026100974","1"
"SPHS3104","스포츠경영학","","스포츠건강과학과","2학기","3","","","이론","01","2026100976","3"
"SPHS3105","운동처방론","","스포츠건강과학과","2학기","3","","","이론","01","2026100977","3"
"SPHS3213","전공실기 및 지도(보디빌딩 I)","","스포츠건강과학과","2학기","3","","","실습","01","2026100978","1"
"SPHS3215","전공실기 및 지도(탁구 II)","","스포츠건강과학과","2학기","3","","","실습","01","2026100979","1"
"SPHS3217","해양 레저스포츠","","스포츠건강과학과","2학기","3","","","실습","01","2026100980","1"
"SPHS4105","병태생리학","","스포츠건강과학과","2학기","4","","","이론","01","2026100982","3"
"SPHS420021","스포츠 과학 캡스톤 디자인Ⅰ","","스포츠건강과학과","2학기","4","","","이론실습","01","2026100983","3"
"SPHS4217","실무현장실습 I","","스포츠건강과학과","2학기","4","","","실습","01","2026100985","2"
"SPHS4207","요가와 명상","","스포츠건강과학과","2학기","4","","","실습","01","2026100986","1"
"SPHS4106","운동과 건강","","스포츠건강과학과","2학기","4","","","이론","01","2026100984","3"
"SPHS4215","전공특성화실습 I","","스포츠건강과학과","2학기","4","","","실습","01","2026100987","2"
"GUID100003","한밭세미나","","자율전공학부","2학기","1","월1","그린에너지관(106)","이론","01","2026101041","1"
"GUID100004","전공탐색1","이재현,백수정,오원석,조훈휘,박정언,박주일,김도현,이우람,김성진,성찬용,이재현","공학건설학부","2학기","1","월6,7","산업정보관(DH301)","이론","01","2026100031","2"
"GUID100005","전공탐색2","","정보기술학부","2학기","1","월8,9","그린에너지관(106)","이론","01","2026100032","2"
"GUID100006","전공탐색3","","인문사회경상학부","2학기","1","금2,3","그린에너지관(106)","이론","01","2026100033","2"
