course_code,course_name,credit,type,category,stage,is_required,area
"NGGL1003","영어I","3","LIBERAL","교선","BASIC","false","일반교양"
"NGGL2001","영어II","3","LIBERAL","교선","BASIC","false","일반교양"
"NGLI100010","오케스트라와 교향곡의 세계","2","LIBERAL","교선","BASIC","false","일반교양"
"NGLI100011","오페라 산책","2","LIBERAL","교선","BASIC","false","일반교양"
"NGSP1005","웰빙시대의 건강관리","3","LIBERAL","교선","BASIC","false","일반교양"
"NGSW1003","웹과 인터넷","3","LIBERAL","교선","BASIC","false","일반교양"
"NGEN1004","융복합경영","3","LIBERAL","교선","BASIC","false","일반교양"
"NGLI1007","음악의 이해","2","LIBERAL","교선","BASIC","false","일반교양"
"NCCR1003","인간과 윤리","3","LIBERAL","교선","BASIC","false","핵심교양"
"NCCH1003","인간과 환경","3","LIBERAL","교선","BASIC","false","핵심교양"
"NCFR1004","인간삶과 교육","3","LIBERAL","교선","BASIC","false","핵심교양"
"NGPH3001","인간심리의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NCCH1004","인간의 탐색","3","LIBERAL","교선","BASIC","false","핵심교양"
"NGPH1004","인공지능 윤리","3","LIBERAL","교선","BASIC","false","일반교양"
"NCCH3001","인권과 사회","3","LIBERAL","교선","BASIC","false","핵심교양"
"NSBI1001","일반생물학","3","LIBERAL","교선","BASIC","false","공학기초"
"NSCH1001","일반화학","3","LIBERAL","교선","BASIC","false","공학기초"
"NGHI1009","일본문화의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NGGL1004","일본어I","3","LIBERAL","교선","BASIC","false","일반교양"
"NGGL1005","일본어II","3","LIBERAL","교선","BASIC","false","일반교양"
"NGSC1005","자연과학개론","3","LIBERAL","교선","BASIC","false","일반교양"
"NCCH1006","종교와 문화","3","LIBERAL","교선","BASIC","false","핵심교양"
"NGHI1010","중국문화의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NGGL1008","중국어I","3","LIBERAL","교선","BASIC","false","일반교양"
"NGHI1011","지역사회의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NGEN1008","창업의 이해","2","LIBERAL","교선","BASIC","false","일반교양"
"NBAS1010","창의 글쓰기","2","LIBERAL","교필","BASIC","false","기초교양"
"NGPH1010","창의적 문제해결","3","LIBERAL","교선","BASIC","false","일반교양"
"NGPH1006","텍스트로 배우는 동양의 지혜","3","LIBERAL","교선","BASIC","false","일반교양"
"NGPH1007","텍스트로 배우는 서양의 지혜","3","LIBERAL","교선","BASIC","false","일반교양"
"NCCR1004","통계로 보는 세상","3","LIBERAL","교선","BASIC","false","핵심교양"
"NGGL1007","프랑스어","3","LIBERAL","교선","BASIC","false","일반교양"
"NGHI1012","한국 민속의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NGEN1006","한국경제의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NGHI100019","한국근현대사의 이해","3","LIBERAL","교선","BASIC","false","일반교양"
"NCFR1005","한국사의 이해","3","LIBERAL","교선","BASIC","false","핵심교양"
"NCCR1005","합리적 문제해결과 논리","3","LIBERAL","교선","BASIC","false","핵심교양"
"NGPH1008","현대사회의 인간관계론","3","LIBERAL","교선","BASIC","false","일반교양"
"NGHI1013","현대정치사","3","LIBERAL","교선","BASIC","false","일반교양"
"NSCH1002","화학 및 실험Ⅰ","3","LIBERAL","교선","BASIC","false","공학기초"
"NSCH1003","화학 및 실험Ⅱ","3","LIBERAL","교선","BASIC","false","공학기초"
"MSSS1003","리더쉽","2","MAJOR","일선","BASIC","false",""
"MSSS1004","무기체계","2","MAJOR","일선","BASIC","false",""
"MSSS1006","전쟁사","2","MAJOR","일선","BASIC","false",""
"TEED1006","교육심리","2","","교직","BASIC","false",""
"TEED1003","교육방법 및 교육공학","2","","교직","BASIC","false",""
"TEED1008","교육평가","2","","교직","BASIC","false",""
"TEED1010","교직실무","2","","교직","BASIC","false",""
"TEED1011","특수교육학개론","2","","교직","BASIC","false",""
"SPHS1201","전공실기 및 지도(배드민턴 I)","1","MAJOR","심선","ADVANCED","false",""
"SPHS220012","농구Ⅰ","1","MAJOR","심선","ADVANCED","false",""
"SPHS2104","스포츠 사회학","3","MAJOR","전선","BASIC","false",""
"SPHS2108","운동생리학","3","MAJOR","전선","BASIC","false",""
"SPHS2204","전공실기 및 지도(골프 I)","1","MAJOR","심선","ADVANCED","false",""
"SPHS2206","전공실기 및 지도(댄스스포츠 I)","1","MAJOR","심선","ADVANCED","false",""
"SPHS2208","전공실기 및 지도(탁구 I)","1","MAJOR","심선","ADVANCED","false",""
"SPHS2211","필라테스(매트)","1","MAJOR","심선","ADVANCED","false",""
"SPHS3104","스포츠경영학","3","MAJOR","전선","BASIC","false",""
"SPHS3105","운동처방론","3","MAJOR","전선","BASIC","false",""
"SPHS3213","전공실기 및 지도(보디빌딩 I)","1","MAJOR","심선","ADVANCED","false",""
"SPHS3215","전공실기 및 지도(탁구 II)","1","MAJOR","심선","ADVANCED","false",""
"SPHS3217","해양 레저스포츠","1","MAJOR","심선","ADVANCED","false",""
"SPHS4105","병태생리학","3","MAJOR","전선","BASIC","false",""
"SPHS420021","스포츠 과학 캡스톤 디자인Ⅰ","3","MAJOR","전선","BASIC","false",""
"SPHS4217","실무현장실습 I","2","MAJOR","심선","ADVANCED","false",""
"SPHS4207","요가와 명상","1","MAJOR","심선","ADVANCED","false",""
"SPHS4106","운동과 건강","3","MAJOR","전선","BASIC","false",""
"SPHS4215","전공특성화실습 I","2","MAJOR","심선","ADVANCED","false",""
"GUID100003","한밭세미나","1","MAJOR","특필","BASIC","false",""
"GUID100004","전공탐색1","2","MAJOR","특필","BASIC","false",""
"GUID100005","전공탐색2","2","MAJOR","특필","BASIC","false",""
"GUID100006","전공탐색3","2","MAJOR","특필","BASIC","false",""
